"id","name","catchment-area","easting","northing","latitude","longitude","river","location","station-level","measuring-authority-id","measuring-authority-station-id","hydrometric-area","opened","closed","station-type","bankfull-flow","structurefull-flow","sensitivity","nrfa-mean-flow","nrfa-peak-flow","feh-pooling","feh-qmed","feh-neither","nhmp","benchmark","live-data","eflag","historic-droughts","marius","outlook-analogues","outlook-esp","factors-affecting-runoff","gdf-start-date","gdf-end-date","gdf-mean-flow","gdf-min-flow","gdf-first-date-of-min","gdf-last-date-of-min","gdf-max-flow","gdf-first-date-of-max","gdf-last-date-of-max","gdf-q95-flow","gdf-q70-flow","gdf-q50-flow","gdf-q10-flow","gdf-q05-flow","gdf-base-flow-index","gdf-day-count","gdf-flow-count","gdf-percent-complete","peak-flow-start-date","peak-flow-end-date","qmed","minimum-altitude","10-percentile-altitude","50-percentile-altitude","90-percentile-altitude","maximum-altitude","saar-1941-1970","saar-1961-1990","lcm2000-woodland","lcm2000-arable-horticultural","lcm2000-grassland","lcm2000-mountain-heath-bog","lcm2000-urban","lcm2007-woodland","lcm2007-arable-horticultural","lcm2007-grassland","lcm2007-mountain-heath-bog","lcm2007-urban","high-perm-bedrock","moderate-perm-bedrock","low-perm-bedrock","mixed-perm-bedrock","high-perm-superficial","low-perm-superficial","mixed-perm-superficial","propwet","bfihost","farl","dpsbar","sprhost","rmed-1d","rmed-2d","rmed-1h","ldp","dplbar","altbar","aspbar","aspvar","ihdtm-height","ihdtm-catchment-area","mean-flood-plain-depth","mean-flood-plain-location","mean-flood-plain-extent","urbext-1990","urbconc-1990","urbloc-1990","urbext-2000","urbconc-2000","urbloc-2000","licence-url","description-summary","description-general","description-station-hydrometry","description-flow-record","description-catchment","description-flow-regime"
21021,"Tweed at Sprouston",3330,375227,635405,55.61161,-2.39482,"Tweed","Sprouston",24.5,"SEPA-SE","15012",21,"1969-01-01",NA,"VA",1600,NA,6.6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"SP","1969-06-01","2019-09-30",67.226,6.341,"1995-09-02","1995-09-02",1088,"2015-12-05","2015-12-05",10.96,25.14,43.62,149.5,207.2,0.5,18384,17289,94.044,"1970-01-01",NA,735.676,23.4,141.3,282.2,465,838,1077,1014,0.1749,0.1645,0.4677,0.1768,0.0109,0.2209,0.1555,0.462,0.1495,0.0075,0.169,0.0394,0.7921,0,0.0306,0.0477,0.5079,0.53,0.496,0.978,148.8,38.7,35.9,47.1,9.5,125.01,64.05,296,67,0.09,23.4,3345.76,0.651,0.9,0.046,0.0028,NA,NA,0.0035,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station, on the River Tweed in the Scottish Borders.","Velocity area station. Wide section (about 100m) on gentle bend in river. New cableway (2003) can gauge flows up to 4.35m stage.","The station is affected by seasonal weed growth effects and seasonal ratings have been adopted for low flows. There are remnants of an old mill weir 200m downstream as well as a more prominent mill weir 2km downstream. Both of these weirs will influence the station control at medium to high flows at least, but likely drown out during larger floods. Flows are largely contained or are at least within the range of the cableway reach. The peak flow rating is derived from gaugings up to 4.015m. The 4.015m gauging was on 20/11/2009 and had a measured flow of 1059 cumecs.","Monthly naturalised flows available. Full period of record peak flow data reviewed and released in September 2020 (WINFAP Files v9).","A mix of upland and lowland. The bedrock geology is dominated by impervious Silurian formations (with some deposits). Hill grazing predominates with improved grassland and arable farming in the lower catchment; some forest in headwaters. Some reservoirs in the headwaters were established during the period of record (Fruid Reservoir 1968, Megget Reservoir 1982).","Public water supply reservoirs in headwaters have a minor impact on the flow regime."
21022,"Whiteadder Water at Hutton Castle",503,388077,655014,55.78828,-2.1917,"Whiteadder Water","Hutton Castle",29,"SEPA-SE","15020",21,"1969-01-01",NA,"CC",NA,175,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"SP","1969-09-01","2019-09-30",6.631,0.423,"1973-11-26","1973-11-26",223.2,"2008-09-06","2008-09-06",1.158,2.234,3.78,13.64,20.89,0.51,18292,18292,100,NA,NA,NA,28.1,86.5,229.8,381.9,534.5,861,814,0.1152,0.2143,0.4175,0.2449,0.0052,0.1092,0.2985,0.2978,0.2878,0.0043,0.3595,0.1856,0.4549,NA,0.0329,0.0127,0.4696,0.35,0.518,0.981,90.1,37.54,37.9,50.7,9,57.16,31.79,236,120,0.21,28.2,502.23,0.459,0.75,0.047,9e-04,NA,NA,0.0018,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Compound Crump profile weir with theoretical rating.","Compound Crump profile weir, about 30m wide. Removed from peak flows dataset in September 2020 (WINFAP Files v9).","Catchment contains Whiteadder and Watchwater Reservoirs which can have substantial effects - particularly during low flows. Overtopping of wing walls and bypassing of station has occurred during floods above 2.3m. Theoretical rating. Charts originally recorded flows. Data removed from peak flows dataset due to suspect stage data pre-1986; no non-modular correction in rating; very few high flow gaugings carried out.","Extremely low winter flows in 1973 (e.g. 26/11) due to river icing over during freezing conditions.","Upland catchment with mixed geology, mostly impervious Palaeozoic formations with significant drift cover. Hill grazing at high levels with arable farming below about 150m; forest. No significant catchment changes known.","Catchment contains Whiteadder and Watchwater Reservoirs for public water supply. Monthly naturalised flows available."
21023,"Leet Water at Coldstream",113,383980,639652,55.65014,-2.25612,"Leet Water","Coldstream",12.1,"SEPA-SE","15013",21,"1970-01-01",NA,"VA",NA,3,11.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"N","1970-11-01","2019-09-30",1.022,0.001,"2006-07-28","2006-07-30",71.79,"2002-10-24","2002-10-24",0.027,0.131,0.334,2.313,4.065,0.32,17866,17866,100,NA,NA,NA,12,56.2,74.7,148.9,220.6,714,671,0.0527,0.7595,0.1789,5e-04,0.0075,0.046,0.8418,0.0981,0.0077,0.0062,0.9066,NA,0.0934,NA,2e-04,NA,0.9719,0.3,0.388,0.999,34.5,37.88,31.5,41.4,8.3,28.78,16.96,88,117,0.31,12,112.95,0.831,0.968,0.1123,9e-04,NA,NA,0.0022,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","A velocity-area station on the Leet Water upstream of the confluence with the River Tweed. This station is affected by backwater effects at high flows.","Velocity area station.","Artificial control containing trapezoidal flume for low flow measurement. Station performs well at low and medium flows, but poor performance at high flows. Inconsistent backwater effects from bridge below station and R. Tweed, can be up to 3.5m.",NA,"A relatively flat (for this region) lowland catchment developed on Boulder Clay overlying calciferous s'st. Mainly arable farming.","The station can record very low flows (given the size of the catchment (113km2) due to spray irrigation."
21024,"Jed Water at Jedburgh",139,365589,621368,55.4849,-2.54606,"Jed Water","Jedburgh",65.6,"SEPA-SE","15006",21,"1971-01-01",NA,"VA",112,NA,10.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"N","1971-08-01","2019-09-30",2.402,0.257,"1976-09-06","1995-08-20",84.84,"1984-11-03","1984-11-03",0.418,0.772,1.23,5.337,8.405,0.41,17593,17593,100,"1972-01-01",NA,71.477,69.5,158.7,240.8,361,578,975,914,0.3217,0.2217,0.3471,0.088,0.0188,0.4563,0.1463,0.3192,0.0691,0.0088,0.7893,0.0051,0.2064,6e-04,NA,0.0192,0.6458,0.57,0.437,0.997,111.6,43.99,32.7,43.2,9.5,33.79,18.67,253,6,0.25,69.5,139.95,0.382,0.884,0.0284,0.0045,NA,NA,0.0062,0.677,0.219,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station. Flows are largely natural and uncontrolled.","Velocity area station on straight reach, about 16m wide. This station replaces one 0.5km d/s, installed in 1959, with rather poor and variable daily level readings.","Natural channel control. A rock ledge is the control for very low flows; under higher flow conditions control passes to d/s channel bar. Bypassing can occur on the lb at levels above 3m. Peak flow rating derived by current meter gaugings up to 2.6m (about 1.1 QMED), simple extrapolation beyond.",NA,"An upland, mainly Old Red Sandstone catchment (approx. 2/3 overlain by superficial deposits). Land use mainly hill grazing with some forestry. No significant catchment changes known.","Flows are largely natural and uncontrolled."
21025,"Ale Water at Ancrum",174,363417,624433,55.51228,-2.58084,"Ale Water","Ancrum",61.2,"SEPA-SE","15002",21,"1972-01-01",NA,"VA",52,NA,16.6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"SP","1972-10-01","2019-09-30",2.843,0.096,"1995-08-17","1995-08-18",68.4,"2015-12-05","2015-12-05",0.233,0.686,1.424,6.878,10.38,0.41,17166,17166,100,"1973-01-01",NA,51.665,64,132.9,252.6,341.4,447.4,993,926,0.1783,0.2443,0.4544,0.1115,0.0016,0.2276,0.2442,0.4352,0.0823,0.0025,0.2076,NA,0.7924,NA,1e-04,0.0047,0.8546,0.58,0.391,0.948,87.2,46.62,32.7,42.5,9.3,48.28,26.49,242,82,0.17,64,173.79,0.681,0.852,0.0605,2e-04,NA,NA,3e-04,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station in the Scottish Borders.","Velocity area station at natural river section, approx. 15m wide.","Low flow control by solid rock bar very close to gauge. Bypassing could possibly occur on rb, but was never witnessed. Peak flow rating derived from current meter gaugings up to 2.4m (about 1.4 QMED), simple extrapolation beyond.","Monthly naturalised flows available.","An upland catchment - mostly Silurian shale; mix of high and predominantly low permeability with most of catchment covered by superficial deposits. Hill pasture predominates; some forest cover. No significant catchment changes known.","Runoff is marginally diminished by Alemoor Loch in the headwaters, which is used for public water supplies. Also some small lochs in headwaters."
21026,"Tima Water at Deephope",31,327820,613710,55.41198,-3.14162,"Tima Water","Deephope",232.2,"SEPA-SE","14986",21,"1973-01-01",NA,"VA",80,NA,29.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"N","1973-06-01","2019-09-30",1.44,0.013,"2011-07-31","2011-07-31",52.47,"2015-12-05","2015-12-05",0.086,0.329,0.629,3.496,5.581,0.25,16923,16193,95.686,NA,NA,NA,233.9,301.5,389.8,489.5,542.9,1815,1498,0.8099,0.0039,0.0961,0.0854,0.0013,0.8775,0.0014,0.0579,0.061,0.0011,NA,NA,1,NA,NA,0.1204,0.471,0.72,0.37,1,172.8,45.12,48.5,63.4,11.4,12.52,6.56,389,67,0.11,234.3,31,0.298,0.79,0.022,0,NA,NA,2e-04,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station. One of the poorer stations in the network but important for flood warning.","Velocity area station. One of the poorer stations in the network but important for flood warning.","Control is gravel bed; unstable - sensitive to rearrangement of bed material (even in modest flows). Frequent low flow gaugings are necessary to define rating and low flows should be treated with caution as a result. Can ice up in winter.",NA,"High rainfall, steep, upland catchment developed on Silurian shale; approx. 2/3s overlain by superficial deposits. One of the most forested UK catchments (>80%).","Natural flow regime."
21027,"Blackadder Water at Mouth Bridge",159,382565,653028,55.77027,-2.27947,"Blackadder Water","Mouth Bridge",56.6,"SEPA-SE","15022",21,"1973-01-01",NA,"VA",21,NA,15.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"N","1973-11-01","2019-09-30",1.826,0.116,"2006-07-25","2006-07-25",78.56,"2002-10-23","2002-10-23",0.278,0.598,1.023,3.696,5.743,0.49,16770,16769,99.994,"1974-01-01",NA,40.298,58,99.3,206.5,274.9,446,805,774,0.1054,0.2818,0.4942,0.1075,0.0096,0.0973,0.3377,0.3607,0.1949,0.0088,0.6552,0.1569,0.1879,NA,0.0271,0.0311,0.8246,0.41,0.518,0.997,56.7,36.77,33.1,45.7,8.6,37.22,20.16,195,139,0.29,58,155.34,0.572,0.962,0.0699,0.0027,NA,NA,0.0039,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station on the Blackadder Water.","Velocity area station. Natural river section, about 13m wide, with rock control.","Moderate seasonal weed growth effects rating. Peak flow ratings derived from current meter gaugings up to 2.4m (about 2 QMED), simple extrapolation beyond.",NA,"Natural catchment. Mostly Old Red Sandstone and calciferous sandstone overlain by Boulder Clay. Grazing on hills, arable on lower land; some forest. No significant catchment changes known.","Natural flow regime."
21034,"Yarrow Water at Craig Douglas",116,328950,624444,55.50857,-3.12652,"Yarrow Water","Craig Douglas",239,"SEPA-SE","14983",21,"1975-01-01",NA,"FL",145,35,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"S","1968-11-13","2019-09-30",3.731,0.131,"1976-08-28","1976-08-28",91.34,"2009-11-19","2009-11-19",0.866,1.589,2.31,8.101,11.16,0.5,18584,18584,100,"1968-11-13",NA,38.503,239.4,297,466.5,606.4,838,1593,1555,0.0682,0.0014,0.3462,0.5381,NA,0.0923,0.0042,0.4804,0.3781,NA,NA,NA,1,NA,NA,0.3534,0.2235,0.72,0.39,0.767,222.8,46.92,46.4,62.6,10.8,20.86,11.07,460,100,0.17,239.5,116.18,0.272,0.692,0.0162,0,NA,NA,0,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Large trapezoidal flume. Flows affected by Megget Reservoir and St Mary's Loch.","Large trapezoidal flume.","Regular cleaning of structure needed due to algal growth. All flows contained. Originally theoretical rating. Second rating was modelled using a physical model by Edinburgh University (1972). Confirmed with low gaugings up to 0.5m (about 0.1Q MED).","Low flows in Aug 1976 due to temporary damming of St Mary's Loch outlet. Monthly naturalised flows available.","Silurian formations give impervious catchment supporting hill grazing and some forestry. Over half covered with superficial deposits. Megget Reservoir 1982.","Sensibly natural runoff until impounding for Megget Res. began in 1982. St Mary's Loch 2km u/s attenuates floods significantly."
21035,"Till at Heaton Mill",655.74,390000,642400,55.67499,-2.16057,"Till","Heaton Mill",NA,"EA-NE","021038",21,"2002",NA,"USVA",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","2002-04-25","2020-09-30",10.292,0,"2006-08-15","2006-08-15",208.4,"2016-01-06","2016-01-06",2.295,3.738,6.024,22.16,32.61,0.54,6734,6656,98.842,"2001-12-01",NA,118.076,14.6,53.9,156.8,422.4,814.4,845,822,0.0884,0.2981,0.4997,0.1052,0.0101,0.0778,0.2391,0.4999,0.1794,0.0059,NA,0.211,0.5485,0.2431,0.1408,0.0431,0.3991,0.44,0.5,0.992,125.2,41.4,37.7,49.4,9.2,83.52,44.51,205,44,0.12,14.6,655.53,0.654,0.792,0.0671,0.0011,NA,NA,0.002,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Ultrasonic station opened as a replacement for 21031.","Five (crossed) path ultrasonic gauge in a trapezoidal channel, designed to measure full range of flows. River is deep and slow-flowing at Heaton Mill. Previously station number 21806.","Well performing crossed-path multi-path ultrasonic gauge. Pre 2009 peaks were not recorded accurately above 150 cumecs due to range cap in the gauge configuration. A peak flow rating derived from ultrasonic measurements and confirmed by check gaugings is available.","Ultrasonic gauge missed peak flows in Sep 2008, July 2009 and March 2010 due to limitation set in gauge configuration, these peaks are estimated from the rating. All missing data periods in daily flows are due to ultrasonic configuration issues. Full period of record peak flow data reviewed and released in October 2018 (WINFAP Files v7).","Rising on the Cheviot granite. Mixed geology (Cheviot igneous rock, sandstone etc). No known catchment changes.","Considerable spray irrigation abstractions during the summer, but unlikely to affect high flows."
22001,"Coquet at Morwick",569.8,423443,604453,55.33357,-1.63201,"Coquet","Morwick",5.2,"EA-NE","022001",22,"1963-11-01",NA,"FVVA",175,6,10,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"N","1963-10-31","2020-09-30",8.648,0.694,"1995-08-18","1995-08-18",394,"2008-09-06","2008-09-06",1.23,2.6,4.7,18.9,29.4,0.44,20790,20666,99.404,"1963-01-01",NA,158.512,5.2,79.3,192.8,420,774.5,884,850,0.1593,0.1781,0.5275,0.1251,0.0084,0.1349,0.1315,0.4832,0.2419,0.0072,NA,0.5209,0.264,0.2165,0.0372,0.0701,0.4802,0.44,0.393,0.993,110,42.53,34.4,44.7,9.1,82.4,45.2,225,110,0.19,5.3,578.25,0.497,0.787,0.0403,0.0012,NA,NA,0.002,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station with informal flat V weir.","Velocity area station, originally open channel with some control exerted from a ford 900m downstream, then a 34m wide concrete informal flat-V weir (approx. 1:20 cross-slope) was built in 1975/76. A temporary station was established 200yards d/s during weir construction, to maintain continuity of records. Inlet pipe and instrument building both replaced in 2006. The station replaced an earlier station at Guyzance, 3 miles u/s.","Fairly straight section with high banks, although may be some limited bypass at high flows. Non-modular at even moderate levels. Station has suffered from inlet pipe lag and previously had a gravel trap in inlet pipe. New inlet pipe installed in 2006, no gravel trap. Two peak flow ratings applied across period of record, the most recent is valid from 1976 and based upon an earlier version of rating C but with an additional upper limb informed by hydraulic modelling. Good fit to gaugings. Flood Studies Report grade A1.","Data missing 18/02/2006 - 14/06/2006 due to station rebuild. Full period of record peak flow data reviewed and released in September 2019 (WINFAP Files v8). Possibly suspect flows 19/11/2019 - 2/03/2020.","Predominantly upland catchment draining from Cheviots. Largely Carboniferous Limestone and low permeability Devonian Igneous series, two thirds of the catchment is overlain by superficial deposits. Half the catchment is grassland, some upland afforestation and arable in low-lying areas. Progressive afforestation and associated drainage on upland Cheviot tributary valleys.","Responsive natural regime. In the past annual flush and drain of dam u/s of gauge on Duke of Northumberland estate has affected the flow regime. Some abstractions."
22003,"Usway Burn at Shillmoor",21.4,388665,607716,55.36331,-2.18036,"Usway Burn","Shillmoor",207,"EA-NE","022003",22,"1952-01-01",NA,"TP",NA,NA,22,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"N","1957-10-01","2020-09-30",0.559,0.037,"1959-09-04","1959-09-06",26.88,"2008-09-06","2008-09-06",0.081,0.169,0.28,1.237,1.948,0.39,23011,15868,68.958,"1951-05-01",NA,19.398,199.8,323.4,450.3,551.5,774.5,1052,1056,0.3175,0.0013,0.2811,0.4,NA,0.3727,NA,0.2831,0.3433,9e-04,NA,NA,1.0009,NA,NA,0.521,NA,0.45,0.302,1,205.2,56.92,40.5,54.5,9.8,16.27,9.32,444,191,0.23,199.8,21.88,0.084,0.933,0.0062,2e-04,NA,NA,0,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Thin-plate weir discontinued in 1980 but recommissioned as level-only station in 1995 for flood warning and reinstated as flow gauge in 1999.","Thin-plate weir with 6.2m wide centre crest and two flanking broad crests of differing widths (0.85m right bank, 2.2m left bank). Discontinued in 1980 and weir plates removed. Recommissioned as a level-only station in 1995 for flood warning using concrete broadcrested weir with notch. Weir plates reinstated in September 1999. Good d/s drop over the weir prevents drowning.","No bypassing. No cableway, gaugings only possible at low flows. Two peak flow ratings applied across period of record for pre-1995 and then post-1999 following reinstatement. Based on theoretical rating of thin plate weir with check current meter measurements at wading level. Rating updated in 2008 and applied back to 1999 when weir plates reinstated. Flood Studies Report grade D pre-1966, A1 post-1966.","Gaps in the record occur due to inaccessibility in winter and incomplete flow measurement at very high flows. Peak flows are rejected since the site re-opened and weir plates installed in 1999 as the top end of the rating is not yet reliable. Full period of record peak flow data reviewed and released in October 2018 (WINFAP Files v7).","Small upland moorland catchment draining from The Cheviot. Rough grass and heather, peaty sub-soil and mainly igneous bed-rock. Substantial recent afforestation.","No known artificial influences."
22006,"Blyth at Hartford Bridge",269.4,424293,580003,55.11383,-1.6207,"Blyth","Hartford Bridge",24.6,"EA-NE","022006",22,"1966-01-01",NA,"FVVA",190,36,36,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"PE","1966-10-01","2020-09-30",2.135,0.051,"1976-08-23","1976-08-23",138,"2008-09-06","2008-09-06",0.135,0.351,0.804,5.06,8.24,0.36,19724,19601,99.376,"1960-01-01",NA,52.591,24,57.8,110.5,185.4,265.2,725,696,0.0699,0.4741,0.4185,0.0064,0.0278,0.0645,0.4427,0.4428,0.0145,0.0343,NA,0.7238,NA,0.2762,0.058,0.0142,0.8222,0.42,0.333,0.99,31.9,38.61,33.2,42.8,9.4,44.77,23.1,115,94,0.25,24,273.67,0.838,0.936,0.1148,0.01,0.738,0.889,0.0095,0.802,0.842,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station with flat V weir. Weir modified to prevent sedimentation in 1978.","Velocity area station, with flat V weir (24.3m wide) for low flow control installed in 1968. Distance between wing walls was reduced to 20.0m in November 1978 to prevent sedimentation, and walls raised from 1.0m to 1.5m. Located on a straight section with stony bed, just u/s of a rock rapid. Two downstream pre-barrages constructed in 2014 to improve fish passage over the structure, eel tiles added at the same time.","Three ratings applied across period of record, the most recent is valid from November 1978 when weir modifications necessitated a rating change. Flood Studies Report grade A1. No change required following fish passage improvements.","No bypassing except in flood events of December 1978 and March 1979, although over-topped at high flows. Flows 19/09/2014-06/10/2014 affected by fish pass installation. Full period of record peak flow data reviewed and released in September 2019 (WINFAP Files v8).","Mostly low-lying, moderate-permeability catchment (Millstone Grit and Coal Measures), with around four fifths of the catchment covered by boulder clay. Mixed arable and grassland. No known catchment changes.","Small net export of water as the majority of runoff from headwaters of River Pont (approx 25.8 sqkm) is diverted to Whittle Dene reservoirs."
22007,"Wansbeck at Mitford",287.3,417458,585790,55.16612,-1.7275,"Wansbeck","Mitford",31.4,"EA-NE","022007",22,"1968-01-01",NA,"MIS",NA,35,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"S","1968-11-01","2020-09-30",3.294,0.1,"1976-08-20","1976-08-20",225,"2008-09-06","2008-09-06",0.243,0.616,1.32,7.42,11.9,0.37,18962,18957,99.974,"1966-11-01",NA,98.489,30.8,93.9,176.1,283.1,442.2,847,794,0.1907,0.2159,0.5255,0.0592,0.0052,0.1991,0.1855,0.5232,0.0854,0.0029,NA,0.9847,NA,0.0153,0.0451,0.028,0.7833,0.45,0.347,0.973,50.8,41.66,34,44.6,9.5,39.01,20.15,182,112,0.26,30.8,282.01,0.547,0.919,0.0591,5e-04,NA,NA,3e-04,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station with flat V weir and flume. Record combines data for 22005 and 22007.","Velocity area station. Flat V weir and central flume for low flow measurement (3m wide, overall width 18m) installed 1974, replacing older broad-crested weir also with central flume (located above Tynemouth Corporation intake). Cableway. Just below the station, the channel is confined in deep, steep-sided valley at bend in river. The data series for this station (22007) combines records from Highford (22005) from February 1963, replaced by Mitford from November 1966. In the early period, medium and high flows were measured 0.5 miles d/s at Highford Dam. This had an autographic recorder from February 1963-September 1968, replaced by a punched tape recorder until October 1975. The station was never properly calibrated by gauging, but flows were derived by correlation with Mitford.","Cableway allows for high flow gauging, but wading behind the hut is also necessary at highest levels. Multiple peak flow ratings applied across period of record, the most recent is valid from December 1975 post weir modifications. Ratings in good agreement with respective gaugings. Recalibration of peak flow rating produced substantial reduction in flood flows. Flood Studies Rating grade A1.","Data 17/09/2014-07/10/2014 affected by fish pass installation and eel pass repairs. No AMAX rejected as a result of flood storage dam, but some impact on Jan 2016 event, see event comment. Full period of record peak flow data reviewed and released in September 2020 (WINFAP Files v9).","A mainly lowland catchment located on moderately permeable Millstone Grit and Upper, Middle and Lower Limestones with extensive boulder clay cover. Around half the catchment is grassland, mixed arable and woodland. No known catchment changes.","Font Reservoir impounds 30.3 sq.km of upper catchment on River Font tributary and affects flood flows through drawdown and attenuation. Modest net effect of export from headwater reservoir. Completion of Mitford flood storage dam in April 2015, impounding ~60% of the upstream catchment. This reduces downstream flow in large events, beginning to impact at around 1:25 year return period, with increasingly significant impact on more extreme events. Outflow from the dam is constrained at 150m3/s. The catchment produces sharp hydrographs, but shows a bigger lag than is typical for the area. Northumbrian Water's PWS abstraction at Mitford (just d/s of gauging station) closed by the mid-1990s."
22009,"Coquet at Rothbury",346,406706,601600,55.30845,-1.89591,"Coquet","Rothbury",70.7,"EA-NE","022009",22,"1972-01-01",NA,"VA",223,NA,10.6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"N","1972-06-01","2020-09-30",5.851,0.439,"1990-08-04","1990-08-04",284,"2008-09-06","2008-09-06",0.876,1.87,3.399,12.15,17.7,0.48,17654,17652,99.989,"1972-04-01",NA,133.983,70.3,132.5,277,452.4,774.5,951,905,0.1651,0.1033,0.5593,0.1641,0.0065,0.1317,0.0688,0.4582,0.3356,0.0047,NA,0.2513,0.4413,0.3099,0.0085,0.1158,0.3046,0.45,0.395,0.994,140.7,45.5,34.3,44.7,9.1,49.15,26.29,284,120,0.16,70.4,345.98,0.464,0.619,0.0359,0.0014,NA,NA,0.0018,NA,NA,"http://eidc.ceh.ac.uk/administration-folder/tools/ceh-standard-licence-texts/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain","Velocity area station with informal mill weir d/s providing good control at most flows.","Velocity area station with cableway; informal mill weir below station provides good control which should hold for most flows. The timber weir crest was replaced with concrete during modification for calibration in 1972. Well-confined section between steep banks, with a straight approach.","One peak flow rating applied across period of record. Good fit to gaugings, gauged close to AMAX2.","Full period of record peak flow data reviewed and released in September 2019 (WINFAP Files v8).","Natural, upland catchment draining the Cheviot hills and the Northumbrian fells. Low permeability (Igneous, Cementstone and Fell Sandstone) geology. Almost half of the catchment overlain by superficial deposits, including peat in uplands and Boulder Clay and alluvium in the lower valley. Land use is mainly upland pasture with grazing for cattle and sheep, with isolated areas of upland heath and woodland and arable in lowlands. Significant areas of overbank storage on floodplain that attenuate hydrographs. No known catchment changes.","Some small groundwater abstractions (Tosson and Cartington springs) but sensibly natural."
